,id,carat,cut,color,clarity,depth,table,x,y,z,price
4066,4066,1.55,Very Good,G,VS2,58.9,62.0,7.59,7.53,4.46,9526
12756,12756,0.32,Premium,G,VS2,60.8,59.0,4.44,4.41,2.69,672
5244,5244,0.3,Premium,H,VS1,61.7,59.0,4.34,4.28,2.66,675
1001,1001,0.3,Premium,H,VS1,62.6,59.0,4.29,4.25,2.67,630
4198,4198,0.52,Ideal,F,VVS2,62.3,55.0,5.12,5.12,3.19,2012
2418,2418,0.31,Ideal,G,VS1,60.6,57.0,4.36,4.39,2.65,666
3575,3575,0.3,Very Good,E,VS2,63.1,59.0,4.25,4.22,2.68,844
6726,6726,1.53,Very Good,F,SI1,63.2,56.0,7.27,7.32,4.61,12971
3847,3847,0.47,Very Good,E,VS1,61.8,60.0,4.96,5.01,3.09,1850
961,961,0.32,Ideal,H,VVS1,61.7,55.0,4.41,4.43,2.72,716
9293,9293,1.2,Very Good,I,SI1,62.3,61.0,6.73,6.68,4.18,5390
10094,10094,0.51,Ideal,D,VS2,60.6,56.0,5.21,5.19,3.14,1866
14377,14377,0.35,Ideal,J,VS1,61.2,55.0,4.56,4.6,2.79,451
757,757,0.3,Premium,G,VS2,61.6,58.0,4.25,4.22,2.62,630
5313,5313,0.83,Ideal,F,SI2,62.6,57.0,6.03,5.96,3.75,2811
2284,2284,0.32,Ideal,I,VS1,61.9,55.6,4.41,4.44,2.74,529
9069,9069,0.32,Premium,E,SI1,60.1,59.0,4.41,4.44,2.66,566
4827,4827,0.52,Premium,D,SI2,61.5,57.0,5.17,5.14,3.16,1151
12826,12826,2.14,Premium,E,SI2,62.2,58.0,8.29,8.23,5.14,11156
807,807,1.08,Ideal,F,SI1,62.5,57.0,6.54,6.59,4.1,5665
3907,3907,0.26,Very Good,F,VS1,61.8,55.0,4.08,4.11,2.54,460
7023,7023,0.4,Ideal,D,VS2,62.4,56.0,4.72,4.7,2.94,972
1956,1956,1.0,Premium,E,SI1,59.1,60.0,6.56,6.58,3.88,5177
13384,13384,0.7,Ideal,H,SI1,61.2,56.0,5.72,5.76,3.51,2131
11812,11812,0.5,Ideal,D,SI1,62.8,57.0,5.05,5.08,3.17,1223
2402,2402,0.57,Ideal,G,VS1,61.4,56.0,5.34,5.4,3.3,1894
10417,10417,0.5,Premium,G,VS2,62.3,61.0,5.07,5.1,3.17,1546
1073,1073,0.41,Premium,F,VS1,61.3,59.0,4.8,4.75,2.93,1076
6524,6524,0.3,Ideal,H,VS1,61.6,55.0,4.35,4.38,2.69,524
12322,12322,0.53,Very Good,F,SI1,62.6,56.0,5.15,5.18,3.23,1318
14480,14480,0.41,Ideal,F,VS1,62.9,57.0,4.74,4.73,2.98,1025
8095,8095,0.51,Ideal,E,VS2,61.7,56.0,5.13,5.09,3.16,1582
10799,10799,0.74,Ideal,H,SI2,62.4,55.0,5.73,5.79,3.6,2240
12147,12147,0.33,Ideal,I,IF,60.8,57.0,4.49,4.46,2.73,660
11681,11681,0.41,Premium,G,VS1,62.2,58.0,4.75,4.72,2.94,949
11573,11573,0.32,Ideal,E,VVS1,62.0,54.0,4.42,4.4,2.73,815
1003,1003,0.34,Ideal,F,VVS2,62.6,55.0,4.49,4.44,2.8,894
7658,7658,1.02,Ideal,F,VS1,61.5,56.0,6.46,6.51,3.99,8181
13183,13183,1.19,Ideal,E,SI2,61.7,56.0,6.84,6.78,4.2,5358
7566,7566,0.36,Ideal,E,VS2,62.4,57.0,4.51,4.54,2.82,687
13375,13375,1.01,Very Good,E,VS2,63.0,57.0,6.4,6.42,4.04,6787
5368,5368,1.5,Premium,H,VS2,62.4,60.0,7.27,7.22,4.52,8319
11702,11702,0.9,Ideal,F,SI1,62.3,55.0,6.13,6.07,3.81,4284
6289,6289,1.51,Ideal,H,SI1,61.1,57.0,7.55,7.46,4.57,10396
9635,9635,0.27,Ideal,I,VVS2,61.6,57.0,4.15,4.17,2.55,527
12755,12755,0.5,Good,D,SI2,64.0,58.0,5.03,5.03,3.21,1089
9222,9222,0.43,Premium,D,VS1,62.3,59.0,4.78,4.82,2.99,1018
985,985,0.44,Premium,D,SI1,61.9,59.0,4.86,4.88,3.02,990
10407,10407,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.31,3.24,2423
6169,6169,0.91,Premium,H,VS2,62.3,59.0,6.21,6.14,3.85,3692
11097,11097,0.3,Ideal,E,VS2,61.9,55.0,4.3,4.33,2.67,642
7384,7384,1.5,Premium,G,VS2,62.3,58.0,7.27,7.3,4.53,13506
11854,11854,0.93,Very Good,E,SI1,62.9,57.0,6.16,6.24,3.89,3811
13232,13232,1.5,Fair,E,SI2,64.1,62.0,7.13,7.1,4.57,8954
13574,13574,0.53,Ideal,E,VS2,62.1,56.0,5.15,5.2,3.22,1592
2462,2462,0.51,Ideal,G,SI2,61.6,56.0,5.11,5.17,3.17,1046
268,268,0.5,Very Good,G,VVS2,62.8,58.0,5.08,5.05,3.18,1915
7962,7962,0.36,Premium,G,VS1,61.9,59.0,4.53,4.51,2.8,666
3580,3580,0.41,Ideal,J,VS1,62.7,55.0,4.74,4.77,2.98,679
71,71,0.23,Very Good,F,VVS2,60.9,58.0,3.94,3.97,2.42,530
11770,11770,2.1,Good,I,SI2,61.8,65.0,8.11,8.21,5.04,12100
11164,11164,1.17,Premium,I,SI1,62.6,57.0,6.71,6.75,4.21,5292
2821,2821,2.61,Very Good,H,SI2,63.1,56.0,8.75,8.65,5.46,12271
12996,12996,0.83,Ideal,I,VS1,61.2,54.0,6.07,6.1,3.72,2925
589,589,0.51,Ideal,E,VS2,62.8,55.0,5.08,5.05,3.18,1692
10122,10122,0.31,Good,F,VS1,63.3,55.0,4.37,4.4,2.77,583
14102,14102,0.53,Ideal,E,VS1,62.1,56.0,5.21,5.18,3.23,1929
10691,10691,0.4,Premium,E,SI1,62.2,59.0,4.69,4.73,2.92,737
11255,11255,0.33,Ideal,E,SI1,61.3,56.0,4.44,4.47,2.73,589
10464,10464,1.35,Ideal,G,VS1,62.1,56.0,7.13,7.07,4.41,10032
3758,3758,0.7,Premium,G,SI1,62.6,58.0,5.71,5.66,3.55,2456
6845,6845,1.78,Premium,G,SI1,62.5,57.0,7.78,7.75,4.86,13009
2028,2028,0.36,Premium,E,SI1,60.9,58.0,4.57,4.61,2.79,719
8869,8869,0.34,Ideal,H,VS1,62.6,56.0,4.49,4.45,2.79,765
11511,11511,0.39,Good,J,SI1,63.5,56.0,4.62,4.65,2.94,591
5454,5454,1.7,Premium,H,SI2,60.5,59.0,7.78,7.73,4.68,10581
9573,9573,1.5,Premium,H,SI2,60.9,59.0,7.37,7.33,4.45,7270
11288,11288,0.52,Ideal,E,SI1,62.4,57.0,5.11,5.14,3.2,1592
9500,9500,0.7,Ideal,D,SI1,62.3,56.0,5.68,5.65,3.53,2575
10675,10675,0.32,Ideal,G,VVS1,61.9,55.0,4.39,4.42,2.73,868
2432,2432,0.7,Fair,G,VS1,66.6,61.0,5.57,5.46,3.61,3044
4647,4647,0.31,Ideal,F,VVS1,61.5,56.0,4.37,4.39,2.69,769
8469,8469,1.54,Fair,I,SI1,64.7,55.0,7.25,7.21,4.69,6124
9336,9336,0.52,Ideal,G,SI1,61.7,55.0,5.18,5.21,3.2,1284
896,896,0.32,Ideal,F,VVS1,61.6,54.0,4.39,4.42,2.71,871
11923,11923,1.2,Very Good,D,SI1,63.1,57.0,6.7,6.56,4.19,6373
1587,1587,1.2,Premium,H,SI1,60.8,60.0,6.87,6.84,4.16,5444
6686,6686,0.72,Ideal,I,VS2,62.0,56.0,5.77,5.73,3.57,2058
1719,1719,0.5,Premium,F,VS2,62.4,58.0,5.07,5.04,3.16,1316
6100,6100,0.35,Good,G,SI1,63.7,57.0,4.48,4.51,2.87,592
3806,3806,0.9,Very Good,E,SI1,59.9,62.0,6.24,6.28,3.74,4165
8806,8806,1.09,Ideal,H,SI2,62.2,55.0,6.59,6.63,4.11,4662
11126,11126,0.32,Ideal,H,SI1,61.1,57.0,4.38,4.4,2.68,648
3961,3961,1.0,Very Good,D,SI2,62.9,58.0,6.3,6.39,3.99,5060
9674,9674,2.01,Ideal,I,SI1,61.4,56.0,8.18,8.12,4.99,15451
7036,7036,0.85,Premium,D,SI2,59.6,60.0,6.14,6.12,3.69,4043
12258,12258,0.31,Premium,H,VS2,61.9,60.0,4.27,4.31,2.65,462
890,890,1.07,Ideal,G,VS2,61.3,55.0,6.59,6.62,4.06,6930
13050,13050,1.02,Good,E,SI2,63.9,58.0,6.35,6.32,4.05,4149
4006,4006,0.56,Very Good,J,VS2,60.8,61.0,5.28,5.3,3.21,1057
4939,4939,0.59,Ideal,E,VS2,62.1,54.0,5.37,5.4,3.34,1822
11574,11574,0.51,Very Good,G,VS2,62.8,57.0,5.08,5.12,3.2,1447
9383,9383,0.7,Ideal,G,VS2,61.7,60.0,5.66,5.72,3.51,2496
5898,5898,0.36,Ideal,H,VVS1,62.8,57.0,4.56,4.53,2.85,810
10903,10903,0.7,Ideal,I,VS2,62.0,56.0,5.71,5.75,3.55,2453
11570,11570,1.0,Very Good,E,VS2,63.2,62.0,6.38,6.34,4.01,6278
10936,10936,0.52,Ideal,G,VS1,61.5,55.0,5.18,5.22,3.2,1715
584,584,0.56,Premium,G,VS1,62.3,59.0,5.28,5.25,3.28,1636
3932,3932,1.0,Premium,F,SI1,61.6,58.0,6.47,6.45,3.98,4435
1260,1260,1.01,Good,H,SI1,63.4,58.0,6.34,6.32,4.01,3387
10111,10111,0.31,Ideal,H,IF,61.0,57.0,4.37,4.4,2.67,814
310,310,1.2,Premium,G,VS1,60.3,58.0,6.9,6.88,4.16,8442
1716,1716,1.02,Ideal,D,SI2,62.2,56.0,6.43,6.46,4.02,4524
6009,6009,0.52,Ideal,E,SI1,62.6,53.0,5.19,5.17,3.25,1598
2052,2052,0.71,Ideal,G,SI1,60.8,55.0,5.81,5.74,3.51,2421
10066,10066,1.53,Premium,D,VS2,61.0,59.0,7.52,7.49,4.58,16304
4668,4668,0.91,Ideal,F,SI1,61.8,56.0,6.19,6.22,3.83,4258
4298,4298,0.35,Ideal,E,SI1,62.4,57.0,4.48,4.53,2.81,660
6646,6646,0.51,Good,E,SI1,63.3,58.0,5.07,5.05,3.21,1253
3783,3783,0.41,Ideal,E,SI1,62.1,57.0,4.8,4.78,2.97,904
1008,1008,1.12,Ideal,F,VS2,62.7,57.0,6.6,6.66,4.17,7592
7347,7347,1.09,Ideal,G,VS1,60.9,56.0,6.65,6.72,4.08,7203
12083,12083,0.91,Premium,E,SI2,58.2,62.0,6.4,6.34,3.69,3951
13578,13578,0.52,Ideal,E,VS1,61.7,55.0,5.16,5.2,3.2,1875
8383,8383,0.32,Ideal,H,VS2,61.2,56.0,4.43,4.46,2.72,523
12751,12751,0.5,Premium,E,SI1,59.7,58.0,5.18,5.19,3.1,1654
4059,4059,0.52,Premium,H,SI1,61.3,58.0,5.18,5.14,3.17,1196
8721,8721,0.4,Premium,D,VVS2,60.8,59.0,4.74,4.76,2.89,1088
90,90,1.04,Ideal,G,VS1,61.3,56.0,6.55,6.57,4.02,7152
1987,1987,0.4,Very Good,E,VS2,59.7,59.0,4.84,4.87,2.89,1087
10476,10476,2.06,Very Good,H,SI1,60.6,61.0,8.18,8.22,4.97,16406
11330,11330,1.94,Premium,H,VS1,60.2,60.0,8.04,7.98,4.86,17096
7279,7279,0.56,Ideal,D,VS2,61.5,56.0,5.27,5.3,3.25,1961
11635,11635,0.3,Ideal,H,VS1,61.9,56.0,4.32,4.34,2.68,524
10494,10494,1.0,Ideal,G,SI2,62.2,55.0,6.39,6.43,3.99,4243
13753,13753,0.53,Very Good,I,SI2,61.5,56.0,5.21,5.23,3.2,1265
12570,12570,1.02,Premium,F,VS1,63.0,58.0,6.41,6.45,4.04,8257
12466,12466,1.01,Premium,F,VS2,62.5,58.0,6.41,6.43,4.01,6533
2925,2925,2.02,Good,I,SI2,58.8,56.0,8.25,8.3,4.9,16565
12453,12453,1.09,Ideal,F,SI1,62.3,56.0,6.56,6.64,4.11,5586
8185,8185,0.38,Ideal,I,VS2,62.2,58.0,4.6,4.58,2.86,641
5884,5884,0.42,Premium,E,VVS1,60.1,60.0,4.86,4.83,2.91,1400
2341,2341,0.35,Ideal,D,VS2,61.0,57.0,4.55,4.58,2.78,957
10981,10981,0.57,Ideal,D,VS2,61.6,56.0,5.36,5.34,3.3,2570
10297,10297,0.53,Good,H,SI1,62.1,58.0,5.2,5.24,3.24,1253
627,627,1.02,Premium,I,SI1,62.7,58.0,6.41,6.37,4.0,4153
9726,9726,0.34,Ideal,H,VS2,60.2,57.0,4.57,4.53,2.74,689
7545,7545,1.01,Ideal,H,SI1,61.8,57.0,6.43,6.49,3.99,4732
10190,10190,0.4,Ideal,E,SI2,62.2,55.0,4.72,4.73,2.94,651
4765,4765,0.37,Premium,D,VS1,61.4,58.0,4.63,4.66,2.84,1104
13918,13918,1.01,Premium,H,SI1,62.8,58.0,6.32,6.36,3.97,4274
128,128,0.52,Ideal,E,SI2,61.2,54.0,5.18,5.25,3.19,1141
11575,11575,0.71,Ideal,H,VS1,62.9,56.0,5.67,5.71,3.58,2572
10067,10067,1.0,Premium,D,VS1,61.9,60.0,6.3,6.25,3.89,7429
4182,4182,1.2,Very Good,G,VS2,63.2,57.0,6.76,6.82,4.27,8347
7299,7299,0.32,Ideal,H,VS1,61.9,55.0,4.48,4.42,2.75,720
6995,6995,0.91,Very Good,H,VS1,63.5,59.0,6.2,6.09,3.89,4064
2398,2398,1.2,Premium,G,VS1,62.3,59.0,6.82,6.77,4.23,8265
12970,12970,0.41,Ideal,D,SI1,61.8,55.0,4.79,4.77,2.96,806
1186,1186,0.36,Ideal,F,SI1,61.7,55.0,4.57,4.6,2.83,683
10165,10165,1.01,Very Good,I,VS2,63.1,58.0,6.41,6.34,4.02,4676
14081,14081,0.31,Very Good,E,SI1,61.9,59.0,4.37,4.39,2.71,544
5314,5314,1.35,Premium,H,VVS2,62.7,59.0,7.03,6.95,4.39,9188
4247,4247,0.31,Premium,E,SI1,61.9,60.0,4.29,4.32,2.67,472
13841,13841,2.0,Very Good,E,SI2,62.1,59.0,8.03,8.07,4.98,11838
9107,9107,0.5,Ideal,H,VS2,61.6,58.0,5.05,5.08,3.13,1333
1096,1096,0.56,Premium,H,SI1,62.2,58.0,5.27,5.22,3.26,1163
6653,6653,0.3,Ideal,E,VVS1,60.0,57.0,4.41,4.38,2.64,1040
1273,1273,1.01,Premium,G,SI2,62.2,58.0,6.39,6.34,3.96,3918
5698,5698,0.34,Ideal,E,VS1,62.5,57.0,4.51,4.47,2.81,1095
9263,9263,1.02,Very Good,H,SI1,62.1,61.0,6.35,6.43,3.97,4622
8728,8728,0.35,Ideal,D,SI1,61.6,55.0,4.54,4.58,2.81,827
6797,6797,0.53,Ideal,D,VS2,61.8,55.0,5.19,5.21,3.22,1857
6615,6615,0.3,Ideal,E,SI2,61.3,55.0,4.32,4.35,2.65,492
3358,3358,0.7,Ideal,D,SI1,61.5,54.0,5.75,5.7,3.53,3033
7755,7755,0.4,Ideal,F,SI1,62.6,57.0,4.68,4.7,2.94,838
183,183,1.01,Premium,J,SI2,59.8,60.0,6.48,6.45,3.86,3519
11461,11461,0.31,Ideal,E,VS2,62.5,56.0,4.29,4.32,2.69,604
10947,10947,0.72,Ideal,I,VVS1,61.6,55.0,5.77,5.83,3.56,2760
6513,6513,0.53,Ideal,F,VS1,62.2,57.0,5.19,5.23,3.24,1893
4567,4567,0.31,Good,I,VS1,63.1,61.0,4.34,4.31,2.73,489
6603,6603,0.28,Ideal,E,VS2,61.2,56.0,4.19,4.22,2.56,495
12018,12018,0.54,Very Good,G,VS2,62.9,57.0,5.16,5.19,3.25,1637
1961,1961,0.31,Ideal,D,VS2,61.2,56.0,4.37,4.42,2.69,734
4992,4992,1.24,Ideal,E,VVS2,62.3,57.0,6.85,6.88,4.27,11431
4891,4891,2.05,Premium,I,SI1,61.4,58.0,8.16,8.18,5.03,15802
8039,8039,0.71,Premium,G,VS1,62.6,57.0,5.67,5.71,3.56,2715
5869,5869,0.56,Very Good,H,VS1,62.0,58.0,5.26,5.3,3.27,1383
13741,13741,0.72,Very Good,J,VS1,63.3,53.0,5.69,5.72,3.62,2148
6226,6226,0.32,Ideal,H,IF,61.5,55.0,4.38,4.42,2.71,814
10897,10897,0.56,Ideal,F,VS1,60.8,56.0,5.36,5.32,3.25,1998
10260,10260,0.9,Premium,G,SI1,62.4,59.0,6.17,6.15,3.84,3920
1251,1251,1.51,Ideal,G,VS2,61.2,57.0,7.45,7.4,4.55,12829
3176,3176,0.93,Ideal,F,SI2,61.9,57.0,6.24,6.26,3.87,3742
3359,3359,0.51,Very Good,F,SI1,61.6,56.0,5.14,5.18,3.17,1296
9962,9962,2.09,Premium,F,SI2,61.6,59.0,8.29,8.22,5.07,15818
9296,9296,1.09,Ideal,J,SI2,60.9,54.0,6.69,6.65,4.07,4056
11222,11222,1.51,Premium,I,SI2,60.4,59.0,7.38,7.33,4.42,6342
13029,13029,0.76,Premium,E,SI1,61.7,59.0,5.83,5.85,3.61,2968
7411,7411,1.03,Ideal,F,SI1,61.2,56.0,6.5,6.53,3.98,5311
7538,7538,1.01,Ideal,E,SI1,62.3,57.0,6.39,6.42,3.99,5832
1051,1051,1.01,Premium,F,VS2,62.5,61.0,6.34,6.37,3.98,6125
8464,8464,0.43,Very Good,F,SI1,61.1,59.0,4.84,4.87,2.97,792
4763,4763,1.04,Premium,J,SI1,61.5,58.0,6.51,6.56,4.01,4435
14321,14321,1.75,Premium,E,VS2,61.0,61.0,7.74,7.7,4.71,17667
1874,1874,1.51,Good,F,SI1,62.6,60.0,7.26,7.3,4.56,10701
7282,7282,0.4,Premium,E,SI1,61.3,58.0,4.82,4.76,2.93,945
9008,9008,0.33,Premium,H,VS1,62.3,58.0,4.41,4.45,2.76,743
13533,13533,0.43,Ideal,E,VS1,60.9,56.0,4.84,4.88,2.96,981
4322,4322,0.31,Ideal,G,VVS2,61.2,55.0,4.38,4.41,2.69,836
5831,5831,0.32,Ideal,F,VS2,61.2,55.0,4.43,4.46,2.72,773
11753,11753,0.53,Premium,D,VS2,61.8,56.0,5.18,5.14,3.19,1857
9758,9758,1.56,Premium,G,SI1,62.5,59.0,7.42,7.47,4.63,11681
12211,12211,1.59,Ideal,H,SI1,61.6,57.0,7.46,7.5,4.6,11322
12817,12817,0.4,Ideal,E,VS1,61.6,55.0,4.72,4.76,2.92,967
11278,11278,0.91,Ideal,I,SI2,61.5,56.0,6.27,6.23,3.84,3107
4485,4485,1.51,Ideal,E,SI2,62.1,57.0,7.35,7.29,4.55,10080
8615,8615,0.51,Ideal,G,VS2,61.4,55.0,5.11,5.15,3.15,1662
3924,3924,0.42,Premium,G,VVS2,60.5,58.0,4.83,4.86,2.93,1280
13733,13733,1.01,Very Good,F,SI1,62.9,60.0,6.33,6.36,3.99,4830
9237,9237,0.32,Ideal,F,VVS1,61.7,55.0,4.4,4.43,2.72,815
10702,10702,1.75,Very Good,H,SI2,63.3,56.0,7.64,7.6,4.81,11116
7850,7850,0.37,Ideal,D,VVS2,61.1,55.0,4.69,4.73,2.88,1227
11709,11709,2.0,Fair,E,SI2,64.4,55.0,7.88,7.82,5.08,12332
3113,3113,0.9,Fair,I,VS1,59.8,66.0,6.27,6.24,3.73,3381
3303,3303,0.9,Very Good,I,VS2,61.9,57.0,6.14,6.18,3.8,3387
1690,1690,1.14,Premium,H,VS1,60.0,58.0,6.78,6.81,4.06,6828
9305,9305,0.3,Ideal,D,VS2,61.0,57.0,4.34,4.3,2.63,911
5048,5048,0.43,Premium,H,SI2,60.6,60.0,4.88,4.83,2.95,871
9757,9757,0.76,Ideal,H,SI1,62.0,55.0,5.87,5.83,3.62,2438
3308,3308,0.32,Premium,E,VS2,62.6,58.0,4.38,4.41,2.75,702
1504,1504,1.01,Good,E,SI1,63.7,58.0,6.26,6.31,4.0,4619
1806,1806,0.72,Very Good,G,VS2,63.1,56.0,5.66,5.71,3.59,2647
3871,3871,0.31,Ideal,E,SI2,61.0,55.0,4.38,4.37,2.67,558
3791,3791,0.31,Ideal,E,SI1,61.4,56.0,4.34,4.37,2.67,544
13797,13797,0.3,Ideal,D,VVS2,61.0,56.0,4.35,4.33,2.64,1013
10090,10090,0.26,Very Good,D,VVS2,61.5,58.0,4.08,4.12,2.52,554
1717,1717,0.5,Very Good,F,SI2,61.0,55.0,5.18,5.15,3.14,1157
2696,2696,0.3,Very Good,E,SI1,61.0,60.0,4.28,4.31,2.62,544
1848,1848,0.51,Very Good,G,VS1,62.8,58.0,5.06,5.09,3.19,1660
4512,4512,1.59,Ideal,I,SI2,62.6,56.0,7.43,7.44,4.66,8957
10769,10769,0.34,Very Good,H,VS2,62.8,56.0,4.45,4.47,2.8,537
6622,6622,0.7,Very Good,F,VS1,63.0,56.0,5.61,5.59,3.53,3101
3435,3435,0.53,Ideal,E,VS2,62.3,57.0,5.16,5.21,3.23,1819
9810,9810,1.59,Ideal,G,VS1,62.7,53.0,7.47,7.52,4.67,14344
142,142,0.31,Ideal,F,IF,61.7,56.0,4.37,4.38,2.7,914
10155,10155,0.33,Ideal,H,VS2,61.9,56.0,4.4,4.45,2.74,491
6992,6992,1.01,Good,H,SI1,64.0,56.0,6.37,6.32,4.06,4389
9772,9772,0.71,Very Good,I,SI2,62.9,58.0,5.65,5.7,3.57,1899
12578,12578,0.76,Very Good,E,SI2,61.2,61.0,5.82,5.87,3.58,2328
1117,1117,0.34,Ideal,G,VVS2,61.1,57.0,4.49,4.53,2.76,787
1756,1756,0.41,Ideal,F,VVS2,61.6,57.0,4.77,4.76,2.94,1115
497,497,1.5,Ideal,H,SI2,63.0,56.0,7.31,7.25,4.59,10476
6751,6751,0.44,Premium,F,VS1,61.3,58.0,4.95,4.91,3.03,1294
870,870,0.55,Ideal,F,SI1,61.7,56.0,5.22,5.26,3.23,1428
3357,3357,1.52,Very Good,H,VS1,59.7,58.0,7.39,7.46,4.44,10851
9104,9104,0.4,Premium,I,VVS2,62.9,58.0,4.67,4.71,2.95,945
7678,7678,0.9,Very Good,F,SI2,61.2,57.0,6.13,6.17,3.77,3998
721,721,0.52,Ideal,D,SI1,61.5,57.0,5.17,5.19,3.19,1323
886,886,0.31,Premium,D,SI2,62.7,58.0,4.33,4.29,2.7,593
13914,13914,0.54,Ideal,H,SI1,61.8,55.0,5.23,5.21,3.23,1675
14431,14431,1.11,Very Good,E,SI2,62.6,58.0,6.61,6.63,4.14,4480
12033,12033,0.9,Ideal,H,VS2,61.8,57.0,6.13,6.06,3.77,4092
8347,8347,0.4,Very Good,F,VVS1,61.2,57.0,4.75,4.77,2.91,1363
8102,8102,0.7,Fair,G,VS1,66.1,56.0,5.53,5.47,3.63,2188
12596,12596,0.41,Ideal,D,SI1,61.7,57.0,4.72,4.7,2.91,1015
9886,9886,0.9,Very Good,F,SI2,63.0,59.0,6.06,6.17,3.84,3399
314,314,0.42,Ideal,H,VVS2,62.6,56.0,4.81,4.76,2.99,1116
12957,12957,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.12,3.18,1866
10826,10826,0.39,Very Good,F,VVS1,60.1,57.0,4.76,4.79,2.86,1122
4204,4204,1.2,Ideal,F,VVS1,61.7,56.0,6.84,6.81,4.21,11226
5850,5850,0.74,Ideal,G,VVS2,61.7,56.0,5.8,5.83,3.59,3913
6129,6129,0.34,Ideal,H,VS2,61.5,56.0,4.5,4.53,2.77,539
5447,5447,0.91,Ideal,F,SI1,62.7,57.0,6.17,6.19,3.87,4637
3129,3129,1.19,Ideal,F,VS2,62.2,54.0,6.78,6.82,4.23,8924
1996,1996,0.4,Very Good,H,SI1,59.8,60.0,4.8,4.85,2.89,622
10753,10753,0.72,Ideal,F,SI1,61.4,57.0,5.75,5.79,3.55,2694
3968,3968,1.01,Ideal,G,VS2,61.3,58.0,6.55,6.47,3.97,5950
11456,11456,0.56,Premium,D,VS2,62.4,59.0,5.28,5.25,3.28,1966
336,336,0.4,Ideal,F,SI2,62.0,54.0,4.77,4.73,2.95,694
11457,11457,0.5,Ideal,E,VS2,61.1,58.0,5.09,5.14,3.13,1559
12128,12128,0.8,Ideal,G,VS1,62.0,53.0,5.98,6.0,3.71,3539
13506,13506,0.31,Ideal,F,VS2,61.7,55.0,4.37,4.35,2.69,802
2985,2985,0.31,Ideal,G,VVS1,62.6,56.0,4.34,4.31,2.71,816
4620,4620,0.32,Premium,F,VS2,61.2,58.0,4.43,4.46,2.72,602
6531,6531,1.0,Premium,E,SI1,62.8,57.0,6.38,6.35,4.0,5322
9527,9527,0.51,Very Good,E,VS2,61.8,57.0,5.16,5.13,3.18,1847
3558,3558,0.3,Ideal,I,VVS2,61.7,56.0,4.27,4.29,2.64,675
13205,13205,0.57,Ideal,F,VS1,61.6,54.0,5.33,5.37,3.3,1890
3416,3416,1.0,Good,H,VS2,64.1,57.0,6.31,6.28,4.03,4529
307,307,0.72,Ideal,H,VS2,62.1,55.0,5.72,5.74,3.56,2949
14385,14385,0.7,Very Good,H,SI1,61.1,56.0,5.72,5.76,3.51,2013
10999,10999,1.5,Ideal,D,SI1,62.1,57.0,7.29,7.31,4.54,11863
348,348,1.0,Premium,G,SI2,60.1,57.0,6.48,6.52,3.92,3801
5918,5918,0.35,Ideal,D,VS2,61.2,57.0,4.53,4.55,2.78,933
12727,12727,0.92,Premium,H,SI2,60.1,60.0,6.38,6.35,3.82,3417
7243,7243,1.23,Ideal,H,IF,62.2,56.0,6.81,6.88,4.26,7789
13772,13772,1.23,Premium,I,SI1,61.8,58.0,6.88,6.84,4.24,5430
4482,4482,0.97,Premium,H,SI1,60.6,60.0,6.37,6.24,3.81,3920
8263,8263,0.3,Ideal,F,SI2,60.8,56.0,4.37,4.4,2.66,475
11142,11142,1.01,Ideal,G,VS1,61.8,57.0,6.41,6.38,3.95,6499
6855,6855,1.51,Premium,I,SI2,62.0,60.0,7.28,7.23,4.5,6246
11786,11786,0.92,Ideal,G,VS1,62.6,57.0,6.18,6.22,3.88,4816
10365,10365,0.38,Ideal,E,SI1,61.2,56.0,4.69,4.71,2.88,680
11806,11806,0.41,Ideal,F,VS2,62.1,54.0,4.8,4.77,2.97,1107
9731,9731,1.02,Ideal,H,SI1,61.3,57.0,6.49,6.53,3.99,6264
1666,1666,1.3,Premium,J,SI1,62.1,62.0,7.0,6.93,4.32,5134
7579,7579,0.31,Very Good,E,SI1,62.8,60.0,4.35,4.35,2.73,544
5570,5570,0.54,Very Good,E,VVS2,62.7,56.0,5.13,5.19,3.24,2098
52,52,1.2,Premium,J,SI1,63.0,58.0,6.75,6.71,4.26,4276
9630,9630,0.3,Good,H,VS1,63.6,57.0,4.24,4.28,2.71,526
6263,6263,0.5,Premium,E,SI1,61.2,58.0,5.08,5.03,3.11,1223
1445,1445,0.3,Ideal,F,VVS1,62.2,55.0,4.3,4.34,2.69,955
9513,9513,0.72,Ideal,G,VS2,62.4,57.0,5.74,5.7,3.57,2585
9843,9843,0.33,Ideal,I,IF,62.0,56.0,4.44,4.46,2.76,880
1695,1695,0.3,Premium,E,VS2,62.0,58.0,4.31,4.29,2.67,911
1574,1574,0.45,Ideal,I,VVS1,61.6,55.0,4.9,4.96,3.03,912
10741,10741,0.42,Very Good,E,VS2,62.7,57.0,4.76,4.8,3.0,888
4405,4405,0.54,Ideal,G,VS1,61.8,56.0,5.23,5.26,3.24,1695
1630,1630,1.05,Premium,G,VS2,62.8,58.0,6.49,6.46,4.06,5600
12181,12181,0.56,Premium,F,VVS2,61.3,58.0,5.28,5.33,3.25,2218
1881,1881,0.5,Fair,F,VS1,62.6,66.0,5.05,5.08,3.16,1888
